S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7561,22/07/2020,Tripura,3331,1397,1926,8
7562,23/07/2020,Tripura,3449,1408,2032,9
7563,24/07/2020,Tripura,3656,1574,2072,10
7564,25/07/2020,Tripura,3759,1617,2131,11
7565,26/07/2020,Tripura,3862,1642,2209,11
7566,27/07/2020,Tripura,3900,1526,2361,13
7567,28/07/2020,Tripura,4049,1565,2467,17
7568,29/07/2020,Tripura,4269,1627,2621,21
7569,30/07/2020,Tripura,4485,1786,2678,21
7570,31/07/2020,Tripura,4706,1723,2962,21
7571,01/08/2020,Tripura,4978,1630,3327,21
7572,02/08/2020,Tripura,5233,1747,3463,23
7573,03/08/2020,Tripura,5374,1742,3605,27
7574,04/08/2020,Tripura,5505,1802,3675,28
7575,05/08/2020,Tripura,5628,1873,3725,30
7576,06/08/2020,Tripura,5725,1901,3793,31
7577,07/08/2020,Tripura,5853,1957,3860,36
7578,08/08/2020,Tripura,5999,1878,4084,37
7579,09/08/2020,Tripura,6146,1929,4176,41
7580,10/08/2020,Tripura,6208,1723,4443,42
7581,11/08/2020,Tripura,6372,1673,4656,43
7582,12/08/2020,Tripura,6482,1601,4838,43
7583,13/08/2020,Tripura,6603,1647,4912,44
7584,14/08/2020,Tripura,6767,1706,5015,46
7585,15/08/2020,Tripura,6934,1796,5088,50
7586,16/08/2020,Tripura,7061,1855,5151,55
7587,17/08/2020,Tripura,7204,1859,5286,59
7588,18/08/2020,Tripura,7409,1943,5404,62
7589,19/08/2020,Tripura,7645,2083,5497,65
7590,20/08/2020,Tripura,7835,2205,5565,65
7591,21/08/2020,Tripura,8091,2373,5649,69
7592,22/08/2020,Tripura,8371,2240,6061,70
7593,23/08/2020,Tripura,8702,2448,6182,72
7594,24/08/2020,Tripura,8902,2488,6341,73
7595,25/08/2020,Tripura,9195,2703,6414,78
7596,26/08/2020,Tripura,9523,2866,6574,83
7597,27/08/2020,Tripura,9908,3126,6697,85
7598,28/08/2020,Tripura,10414,3486,6839,89
7599,29/08/2020,Tripura,10857,3726,7037,94
7600,30/08/2020,Tripura,11307,3977,7232,98
7601,31/08/2020,Tripura,11644,4108,7433,103
7602,01/09/2020,Tripura,12153,4366,7674,113
7603,02/09/2020,Tripura,12702,4737,7847,118
7604,03/09/2020,Tripura,13292,5133,8033,126
7605,04/09/2020,Tripura,13816,5475,8212,129
7606,05/09/2020,Tripura,14507,5888,8483,136
7607,06/09/2020,Tripura,15109,6220,8745,144
7608,07/09/2020,Tripura,15508,6311,9048,149
7609,08/09/2020,Tripura,16135,6641,9342,152
7610,09/09/2020,Tripura,16717,6903,9653,161
7611,10/09/2020,Tripura,17252,7086,9993,173
7612,11/09/2020,Tripura,17811,7383,10255,173
7613,12/09/2020,Tripura,18281,7365,10734,182
7614,13/09/2020,Tripura,18910,7584,11132,194
7615,14/09/2020,Tripura,19165,7429,11536,200
7616,15/09/2020,Tripura,19696,7564,11925,207
7617,16/09/2020,Tripura,20150,7498,12435,217
7618,17/09/2020,Tripura,20676,7498,12956,222
7619,18/09/2020,Tripura,20949,7162,13559,228
7620,19/09/2020,Tripura,21484,7107,14142,235
7621,20/09/2020,Tripura,22032,6983,14810,239
7622,21/09/2020,Tripura,22275,6566,15464,245
7623,22/09/2020,Tripura,22834,6700,15883,251
7624,23/09/2020,Tripura,23338,6599,16486,253
7625,24/09/2020,Tripura,23789,6551,16978,260
7626,25/09/2020,Tripura,24130,6378,17487,265
7627,26/09/2020,Tripura,24408,6148,17992,268
7628,27/09/2020,Tripura,24728,6066,18392,270
7629,28/09/2020,Tripura,24921,5689,18959,273
7630,29/09/2020,Tripura,25353,5874,19203,276
7631,30/09/2020,Tripura,25734,5765,19692,277
7632,01/10/2020,Tripura,26066,5691,20092,283
7633,02/10/2020,Tripura,26362,5480,20596,286
7634,03/10/2020,Tripura,26552,5366,20897,289
7635,04/10/2020,Tripura,26874,5171,21410,293
7636,05/10/2020,Tripura,27033,4858,21876,299
7637,06/10/2020,Tripura,27308,4876,22131,301
7638,07/10/2020,Tripura,27545,4621,22623,301
7639,08/10/2020,Tripura,27759,4389,23066,304
7640,09/10/2020,Tripura,27982,4197,23474,311
7641,10/10/2020,Tripura,28153,4039,23801,313
7642,11/10/2020,Tripura,28352,3951,24086,315
7643,12/10/2020,Tripura,28461,3742,24403,316
7644,13/10/2020,Tripura,28678,3738,24623,317
7645,14/10/2020,Tripura,28859,3500,25041,318
7646,15/10/2020,Tripura,29031,3318,25394,319
7647,16/10/2020,Tripura,29193,3105,25765,323
7648,17/10/2020,Tripura,29327,2966,26035,326
7649,18/10/2020,Tripura,29468,2917,26222,329
7650,19/10/2020,Tripura,29553,2672,26550,331
7651,20/10/2020,Tripura,29688,2609,26748,331
7652,21/10/2020,Tripura,29800,2455,27013,332
7653,22/10/2020,Tripura,29925,2339,27252,334
7654,23/10/2020,Tripura,30070,2229,27502,339
7655,24/10/2020,Tripura,30135,2055,27740,340
7656,25/10/2020,Tripura,30221,1992,27886,343
7657,26/10/2020,Tripura,30257,1845,28069,343
7658,27/10/2020,Tripura,30293,1796,28153,344
7659,28/10/2020,Tripura,30453,1754,28355,344
7660,29/10/2020,Tripura,30566,1696,28525,345
7661,30/10/2020,Tripura,30663,1580,28737,346
7662,31/10/2020,Tripura,30717,1493,28878,346
7663,01/11/2020,Tripura,30794,1400,29048,346
7664,02/11/2020,Tripura,30852,1270,29234,348
7665,03/11/2020,Tripura,30989,1321,29318,350
7666,04/11/2020,Tripura,31105,1322,29430,353
7667,05/11/2020,Tripura,31237,1339,29545,353
7668,06/11/2020,Tripura,31347,1327,29666,354
7669,12/03/2020,Uttar Pradesh,11,11,0,0
7670,13/03/2020,Uttar Pradesh,11,11,0,0
7671,14/03/2020,Uttar Pradesh,12,7,5,0
7672,15/03/2020,Uttar Pradesh,12,8,4,0
7673,16/03/2020,Uttar Pradesh,13,9,4,0
7674,17/03/2020,Uttar Pradesh,15,10,5,0
7675,18/03/2020,Uttar Pradesh,16,11,5,0
7676,19/03/2020,Uttar Pradesh,17,12,5,0
7677,20/03/2020,Uttar Pradesh,19,10,9,0
7678,21/03/2020,Uttar Pradesh,24,15,9,0
7679,22/03/2020,Uttar Pradesh,27,18,9,0
7680,23/03/2020,Uttar Pradesh,31,22,9,0
7681,24/03/2020,Uttar Pradesh,33,24,9,0
7682,25/03/2020,Uttar Pradesh,33,22,11,0
7683,26/03/2020,Uttar Pradesh,37,26,11,0
7684,27/03/2020,Uttar Pradesh,41,30,11,0
7685,28/03/2020,Uttar Pradesh,55,44,11,0
7686,29/03/2020,Uttar Pradesh,55,44,11,0
7687,30/03/2020,Uttar Pradesh,75,64,11,0
7688,31/03/2020,Uttar Pradesh,101,87,14,0
7689,01/04/2020,Uttar Pradesh,103,89,14,0
7690,02/04/2020,Uttar Pradesh,113,97,14,2
7691,03/04/2020,Uttar Pradesh,113,97,14,2
7692,04/04/2020,Uttar Pradesh,174,153,19,2
7693,05/04/2020,Uttar Pradesh,227,206,19,2
7694,06/04/2020,Uttar Pradesh,227,206,19,2
7695,07/04/2020,Uttar Pradesh,305,281,21,3
7696,08/04/2020,Uttar Pradesh,326,302,21,3
7697,09/04/2020,Uttar Pradesh,361,330,27,4
7698,10/04/2020,Uttar Pradesh,410,375,31,4
7699,11/04/2020,Uttar Pradesh,431,395,32,4
7700,12/04/2020,Uttar Pradesh,452,402,45,5
7701,13/04/2020,Uttar Pradesh,483,432,46,5
7702,14/04/2020,Uttar Pradesh,558,504,49,5
7703,15/04/2020,Uttar Pradesh,660,605,50,5
7704,16/04/2020,Uttar Pradesh,735,673,51,11
7705,17/04/2020,Uttar Pradesh,805,718,74,13
7706,18/04/2020,Uttar Pradesh,849,753,82,14
7707,19/04/2020,Uttar Pradesh,969,869,86,14
7708,20/04/2020,Uttar Pradesh,1084,959,108,17
7709,21/04/2020,Uttar Pradesh,1184,1026,140,18
7710,22/04/2020,Uttar Pradesh,1294,1134,140,20
7711,23/04/2020,Uttar Pradesh,1449,1255,173,21
7712,24/04/2020,Uttar Pradesh,1510,1280,206,24
7713,25/04/2020,Uttar Pradesh,1621,1349,247,25
7714,26/04/2020,Uttar Pradesh,1793,1505,261,27
7715,27/04/2020,Uttar Pradesh,1868,1550,289,29
7716,28/04/2020,Uttar Pradesh,1955,1589,335,31
7717,29/04/2020,Uttar Pradesh,2053,1557,462,34
7718,30/04/2020,Uttar Pradesh,2134,1585,510,39
7719,01/05/2020,Uttar Pradesh,2203,1651,513,39
7720,02/05/2020,Uttar Pradesh,2328,1632,654,42
7721,03/05/2020,Uttar Pradesh,2487,1755,689,43
7722,04/05/2020,Uttar Pradesh,2645,1848,754,43
7723,05/05/2020,Uttar Pradesh,2766,1914,802,50
7724,06/05/2020,Uttar Pradesh,2880,1837,987,56
7725,07/05/2020,Uttar Pradesh,2998,1808,1130,60
7726,08/05/2020,Uttar Pradesh,3071,1759,1250,62
7727,09/05/2020,Uttar Pradesh,3214,1761,1387,66
7728,10/05/2020,Uttar Pradesh,3373,1800,1499,74
7729,11/05/2020,Uttar Pradesh,3467,1740,1653,74
7730,12/05/2020,Uttar Pradesh,3573,1735,1758,80
7731,13/05/2020,Uttar Pradesh,3664,1709,1873,82
7732,14/05/2020,Uttar Pradesh,3729,1744,1902,83
7733,15/05/2020,Uttar Pradesh,3902,1742,2072,88
7734,16/05/2020,Uttar Pradesh,4057,1797,2165,95
7735,17/05/2020,Uttar Pradesh,4258,1713,2441,104
7736,18/05/2020,Uttar Pradesh,4259,1714,2441,104
7737,19/05/2020,Uttar Pradesh,4605,1704,2783,118
7738,20/05/2020,Uttar Pradesh,4926,1885,2918,123
7739,21/05/2020,Uttar Pradesh,5175,1982,3066,127
7740,22/05/2020,Uttar Pradesh,5515,2173,3204,138
7741,23/05/2020,Uttar Pradesh,5735,2345,3238,152
7742,24/05/2020,Uttar Pradesh,6017,2456,3406,155
7743,25/05/2020,Uttar Pradesh,6268,2569,3538,161
7744,26/05/2020,Uttar Pradesh,6532,2786,3581,165
7745,27/05/2020,Uttar Pradesh,6548,2680,3698,170
7746,28/05/2020,Uttar Pradesh,6991,2818,3991,182
7747,29/05/2020,Uttar Pradesh,7170,2758,4215,197
7748,30/05/2020,Uttar Pradesh,7284,2842,4244,198
7749,31/05/2020,Uttar Pradesh,7445,2834,4410,201
7750,01/06/2020,Uttar Pradesh,7823,2901,4709,213
7751,02/06/2020,Uttar Pradesh,8075,3015,4843,217
7752,03/06/2020,Uttar Pradesh,8361,3109,5030,222
7753,04/06/2020,Uttar Pradesh,8729,3324,5176,229
7754,05/06/2020,Uttar Pradesh,9237,3553,5439,245
7755,06/06/2020,Uttar Pradesh,9733,3828,5648,257
7756,07/06/2020,Uttar Pradesh,9733,3828,5648,257
7757,08/06/2020,Uttar Pradesh,10536,4076,6185,275
7758,09/06/2020,Uttar Pradesh,10947,4320,6344,283
7759,10/06/2020,Uttar Pradesh,11335,4365,6669,301
7760,11/06/2020,Uttar Pradesh,11610,4418,6871,321
7761,12/06/2020,Uttar Pradesh,12088,4451,7292,345
7762,13/06/2020,Uttar Pradesh,12616,4642,7609,365
7763,14/06/2020,Uttar Pradesh,13118,4858,7875,385
7764,15/06/2020,Uttar Pradesh,13615,4948,8268,399
7765,16/06/2020,Uttar Pradesh,13615,4948,8268,399
7766,17/06/2020,Uttar Pradesh,14091,5064,8610,417
7767,18/06/2020,Uttar Pradesh,14598,5259,8904,435
7768,19/06/2020,Uttar Pradesh,15181,5477,9239,465
7769,20/06/2020,Uttar Pradesh,15785,5659,9638,488
7770,21/06/2020,Uttar Pradesh,16594,6092,9995,507
7771,22/06/2020,Uttar Pradesh,17731,6186,10995,550
7772,23/06/2020,Uttar Pradesh,18322,6152,11601,569
7773,24/06/2020,Uttar Pradesh,18893,6189,12116,588
7774,25/06/2020,Uttar Pradesh,19557,6375,12586,596
7775,26/06/2020,Uttar Pradesh,20193,6463,13119,611
7776,27/06/2020,Uttar Pradesh,20943,6730,13583,630
7777,28/06/2020,Uttar Pradesh,21549,6685,14215,649
7778,29/06/2020,Uttar Pradesh,22147,6679,14808,660
7779,30/06/2020,Uttar Pradesh,22828,6650,15506,672
7780,01/07/2020,Uttar Pradesh,23492,6711,16084,697
7781,02/07/2020,Uttar Pradesh,24056,6709,16629,718
7782,03/07/2020,Uttar Pradesh,24825,6869,17221,735
7783,04/07/2020,Uttar Pradesh,25797,7451,17597,749
7784,05/07/2020,Uttar Pradesh,26554,7627,18154,773
7785,06/07/2020,Uttar Pradesh,27707,8161,18761,785
7786,07/07/2020,Uttar Pradesh,28636,8718,19109,809
7787,08/07/2020,Uttar Pradesh,29968,9514,19627,827
7788,09/07/2020,Uttar Pradesh,31156,9980,20331,845
7789,10/07/2020,Uttar Pradesh,32362,10373,21127,862
7790,11/07/2020,Uttar Pradesh,33700,11024,21787,889
7791,12/07/2020,Uttar Pradesh,35092,11490,22689,913
7792,13/07/2020,Uttar Pradesh,36476,12208,23334,934
7793,14/07/2020,Uttar Pradesh,38130,12972,24203,955
7794,15/07/2020,Uttar Pradesh,39724,13758,24983,983
7795,16/07/2020,Uttar Pradesh,41383,14628,25743,1012
7796,17/07/2020,Uttar Pradesh,43441,15720,26675,1046
7797,18/07/2020,Uttar Pradesh,45163,16445,27634,1084
7798,19/07/2020,Uttar Pradesh,47036,17264,28664,1108
7799,20/07/2020,Uttar Pradesh,49247,18256,29845,1146
7800,21/07/2020,Uttar Pradesh,51160,19137,30831,1192
7801,22/07/2020,Uttar Pradesh,53288,20204,31855,1229
7802,23/07/2020,Uttar Pradesh,55588,20825,33500,1263
7803,24/07/2020,Uttar Pradesh,58104,21012,35803,1289
7804,25/07/2020,Uttar Pradesh,60771,21711,37712,1348
7805,26/07/2020,Uttar Pradesh,63742,22452,39903,1387
7806,27/07/2020,Uttar Pradesh,66988,23921,41641,1426
7807,28/07/2020,Uttar Pradesh,70493,26204,42833,1456
7808,29/07/2020,Uttar Pradesh,73951,27934,44520,1497
7809,30/07/2020,Uttar Pradesh,77334,29997,45807,1530
7810,31/07/2020,Uttar Pradesh,81039,32649,46803,1587
7811,01/08/2020,Uttar Pradesh,85461,34968,48863,1630
7812,02/08/2020,Uttar Pradesh,89048,36037,51334,1677
7813,03/08/2020,Uttar Pradesh,92921,38023,53168,1730
7814,04/08/2020,Uttar Pradesh,97362,40191,55393,1778
7815,05/08/2020,Uttar Pradesh,100310,41222,57271,1817
7816,06/08/2020,Uttar Pradesh,104388,41973,60558,1857
7817,07/08/2020,Uttar Pradesh,108974,43654,63402,1918
7818,08/08/2020,Uttar Pradesh,113378,44563,66834,1981
7819,09/08/2020,Uttar Pradesh,118038,46177,69833,2028
7820,10/08/2020,Uttar Pradesh,122609,47890,72650,2069
7821,11/08/2020,Uttar Pradesh,126722,47878,76724,2120
7822,12/08/2020,Uttar Pradesh,131763,48998,80589,2176
7823,13/08/2020,Uttar Pradesh,136238,49347,84661,2230
7824,14/08/2020,Uttar Pradesh,140775,49709,88786,2280
7825,15/08/2020,Uttar Pradesh,145287,50426,92526,2335
7826,16/08/2020,Uttar Pradesh,150061,51437,96231,2393
7827,17/08/2020,Uttar Pradesh,154418,51537,100432,2449
7828,18/08/2020,Uttar Pradesh,158216,50893,104808,2515
7829,19/08/2020,Uttar Pradesh,162434,50242,109607,2585
7830,20/08/2020,Uttar Pradesh,167510,49645,115227,2638
7831,21/08/2020,Uttar Pradesh,172334,48511,121090,2733
7832,22/08/2020,Uttar Pradesh,177239,47785,126657,2797
7833,23/08/2020,Uttar Pradesh,182453,48291,131295,2867
7834,24/08/2020,Uttar Pradesh,187781,49242,135613,2926
7835,25/08/2020,Uttar Pradesh,192382,49288,140107,2987
7836,26/08/2020,Uttar Pradesh,197388,49575,144754,3059
7837,27/08/2020,Uttar Pradesh,203028,51317,148562,3149
7838,28/08/2020,Uttar Pradesh,208419,52309,152893,3217
7839,29/08/2020,Uttar Pradesh,213824,52651,157879,3294
7840,30/08/2020,Uttar Pradesh,219457,53360,162741,3356
7841,31/08/2020,Uttar Pradesh,225632,54666,167543,3423
7842,01/09/2020,Uttar Pradesh,230414,54788,172140,3486
7843,02/09/2020,Uttar Pradesh,235757,55538,176677,3542
7844,03/09/2020,Uttar Pradesh,241439,56459,181364,3616
7845,04/09/2020,Uttar Pradesh,247101,57598,185812,3691
7846,05/09/2020,Uttar Pradesh,253175,58595,190818,3762
7847,06/09/2020,Uttar Pradesh,259765,59963,195959,3843
7848,07/09/2020,Uttar Pradesh,266283,61625,200738,3920
7849,08/09/2020,Uttar Pradesh,271851,62144,205731,3976
7850,09/09/2020,Uttar Pradesh,278473,63256,211170,4047
7851,10/09/2020,Uttar Pradesh,285041,64028,216901,4112
7852,11/09/2020,Uttar Pradesh,292029,66317,221506,4206
7853,12/09/2020,Uttar Pradesh,299045,67321,227442,4282
7854,13/09/2020,Uttar Pradesh,305831,67955,233527,4349
7855,14/09/2020,Uttar Pradesh,312036,68122,239485,4429
7856,15/09/2020,Uttar Pradesh,317195,67287,245417,4491
7857,16/09/2020,Uttar Pradesh,324036,67335,252097,4604
7858,17/09/2020,Uttar Pradesh,330265,67002,258573,4690
7859,18/09/2020,Uttar Pradesh,336294,68235,263288,4771
7860,19/09/2020,Uttar Pradesh,342788,67825,270094,4869
7861,20/09/2020,Uttar Pradesh,348517,66874,276690,4953
7862,21/09/2020,Uttar Pradesh,354275,65954,283274,5047
7863,22/09/2020,Uttar Pradesh,358893,64164,289594,5135
7864,23/09/2020,Uttar Pradesh,364543,63148,296183,5212
7865,24/09/2020,Uttar Pradesh,369686,61698,302689,5299
7866,25/09/2020,Uttar Pradesh,374277,61300,307611,5366
7867,26/09/2020,Uttar Pradesh,378533,59397,313686,5450
7868,27/09/2020,Uttar Pradesh,382835,57086,320232,5517
7869,28/09/2020,Uttar Pradesh,387085,55603,325888,5594
7870,29/09/2020,Uttar Pradesh,390875,53953,331270,5652
7871,30/09/2020,Uttar Pradesh,394856,52160,336981,5715
7872,01/10/2020,Uttar Pradesh,399082,50883,342415,5784
7873,02/10/2020,Uttar Pradesh,403101,50378,346859,5864
7874,03/10/2020,Uttar Pradesh,406995,49112,351966,5917
7875,04/10/2020,Uttar Pradesh,410626,47823,356826,5977
7876,05/10/2020,Uttar Pradesh,414466,46385,362052,6029
7877,06/10/2020,Uttar Pradesh,417437,45024,366321,6092
7878,07/10/2020,Uttar Pradesh,420937,44031,370753,6153
7879,08/10/2020,Uttar Pradesh,424326,43154,374972,6200
7880,09/10/2020,Uttar Pradesh,427459,42552,378662,6245
7881,10/10/2020,Uttar Pradesh,430666,41287,383086,6293
7882,11/10/2020,Uttar Pradesh,433712,40210,387149,6353
7883,12/10/2020,Uttar Pradesh,436979,40019,390566,6394
7884,13/10/2020,Uttar Pradesh,439161,38815,393908,6438
7885,14/10/2020,Uttar Pradesh,442118,38082,397570,6466
7886,15/10/2020,Uttar Pradesh,444711,36898,401306,6507
7887,16/10/2020,Uttar Pradesh,447383,36295,404545,6543
7888,17/10/2020,Uttar Pradesh,449935,35263,408083,6589
7889,18/10/2020,Uttar Pradesh,452660,34420,411611,6629
7890,19/10/2020,Uttar Pradesh,455146,32896,415592,6658
7891,20/10/2020,Uttar Pradesh,456865,31495,418685,6685
7892,21/10/2020,Uttar Pradesh,459154,30416,422024,6714
7893,22/10/2020,Uttar Pradesh,461475,29364,425356,6755
7894,23/10/2020,Uttar Pradesh,463858,29131,427937,6790
7895,24/10/2020,Uttar Pradesh,466060,28268,430962,6830
7896,25/10/2020,Uttar Pradesh,468238,27681,433703,6854
7897,26/10/2020,Uttar Pradesh,470270,27317,436071,6882
7898,27/10/2020,Uttar Pradesh,472077,26652,438521,6904
7899,28/10/2020,Uttar Pradesh,474054,26267,440847,6940
7900,29/10/2020,Uttar Pradesh,476034,25487,443589,6958
7901,30/10/2020,Uttar Pradesh,477895,24858,446054,6983
7902,31/10/2020,Uttar Pradesh,480082,24431,448644,7007
7903,01/11/2020,Uttar Pradesh,481863,23768,451070,7025
7904,02/11/2020,Uttar Pradesh,483832,23323,453458,7051
7905,03/11/2020,Uttar Pradesh,485609,23035,455498,7076
7906,04/11/2020,Uttar Pradesh,487335,22538,457708,7089
7907,05/11/2020,Uttar Pradesh,489502,22676,459722,7104
7908,06/11/2020,Uttar Pradesh,491354,23150,461073,7131
7909,16/03/2020,Uttarakhand,1,1,0,0
7910,17/03/2020,Uttarakhand,1,1,0,0
7911,18/03/2020,Uttarakhand,1,1,0,0
7912,19/03/2020,Uttarakhand,1,1,0,0
7913,20/03/2020,Uttarakhand,1,1,0,0
7914,21/03/2020,Uttarakhand,3,3,0,0
7915,22/03/2020,Uttarakhand,3,3,0,0
7916,23/03/2020,Uttarakhand,3,3,0,0
7917,24/03/2020,Uttarakhand,3,3,0,0
7918,25/03/2020,Uttarakhand,4,4,0,0
7919,26/03/2020,Uttarakhand,5,5,0,0
7920,27/03/2020,Uttarakhand,5,5,0,0
7921,28/03/2020,Uttarakhand,5,5,0,0
7922,29/03/2020,Uttarakhand,6,5,1,0
7923,30/03/2020,Uttarakhand,7,5,2,0
7924,31/03/2020,Uttarakhand,7,5,2,0
7925,01/04/2020,Uttarakhand,7,5,2,0
7926,02/04/2020,Uttarakhand,7,5,2,0
7927,03/04/2020,Uttarakhand,10,8,2,0
7928,04/04/2020,Uttarakhand,16,14,2,0
7929,05/04/2020,Uttarakhand,22,20,2,0
7930,06/04/2020,Uttarakhand,26,22,4,0
7931,07/04/2020,Uttarakhand,31,26,5,0
7932,08/04/2020,Uttarakhand,31,26,5,0
7933,09/04/2020,Uttarakhand,33,28,5,0
7934,10/04/2020,Uttarakhand,35,30,5,0
7935,11/04/2020,Uttarakhand,35,30,5,0
7936,12/04/2020,Uttarakhand,35,30,5,0
7937,13/04/2020,Uttarakhand,35,30,5,0
7938,14/04/2020,Uttarakhand,35,30,5,0
7939,15/04/2020,Uttarakhand,37,28,9,0
7940,16/04/2020,Uttarakhand,37,28,9,0
7941,17/04/2020,Uttarakhand,37,28,9,0
7942,18/04/2020,Uttarakhand,40,31,9,0
7943,19/04/2020,Uttarakhand,42,33,9,0
7944,20/04/2020,Uttarakhand,44,33,11,0
7945,21/04/2020,Uttarakhand,46,28,18,0
7946,22/04/2020,Uttarakhand,46,27,19,0
7947,23/04/2020,Uttarakhand,46,23,23,0
7948,24/04/2020,Uttarakhand,47,23,24,0
7949,25/04/2020,Uttarakhand,48,23,25,0
7950,26/04/2020,Uttarakhand,48,22,26,0
7951,27/04/2020,Uttarakhand,50,22,28,0
7952,28/04/2020,Uttarakhand,51,18,33,0
7953,29/04/2020,Uttarakhand,54,21,33,0
7954,30/04/2020,Uttarakhand,55,19,36,0
7955,01/05/2020,Uttarakhand,57,21,36,0
7956,02/05/2020,Uttarakhand,58,22,36,0
7957,03/05/2020,Uttarakhand,59,20,39,0
7958,04/05/2020,Uttarakhand,60,21,39,0
7959,05/05/2020,Uttarakhand,60,20,39,1
7960,06/05/2020,Uttarakhand,61,21,39,1
7961,07/05/2020,Uttarakhand,61,21,39,1
7962,08/05/2020,Uttarakhand,61,21,39,1
7963,09/05/2020,Uttarakhand,63,16,46,1
7964,10/05/2020,Uttarakhand,67,20,46,1
7965,11/05/2020,Uttarakhand,68,21,46,1
7966,12/05/2020,Uttarakhand,68,21,46,1
7967,13/05/2020,Uttarakhand,69,22,46,1
7968,14/05/2020,Uttarakhand,72,25,46,1
7969,15/05/2020,Uttarakhand,78,27,50,1
7970,16/05/2020,Uttarakhand,82,30,51,1
7971,17/05/2020,Uttarakhand,88,36,51,1
7972,18/05/2020,Uttarakhand,92,39,52,1
7973,19/05/2020,Uttarakhand,93,40,52,1
7974,20/05/2020,Uttarakhand,111,58,52,1
7975,21/05/2020,Uttarakhand,122,68,53,1
7976,22/05/2020,Uttarakhand,146,91,54,1
7977,23/05/2020,Uttarakhand,153,96,56,1
7978,24/05/2020,Uttarakhand,244,186,56,2
7979,25/05/2020,Uttarakhand,317,256,58,3
7980,26/05/2020,Uttarakhand,349,288,58,3
7981,27/05/2020,Uttarakhand,401,333,64,4
7982,28/05/2020,Uttarakhand,469,386,79,4
7983,29/05/2020,Uttarakhand,500,417,79,4
7984,30/05/2020,Uttarakhand,716,609,102,5
7985,31/05/2020,Uttarakhand,749,642,102,5
7986,01/06/2020,Uttarakhand,907,800,102,5
7987,02/06/2020,Uttarakhand,958,730,222,6
7988,03/06/2020,Uttarakhand,1043,784,252,7
7989,04/06/2020,Uttarakhand,1085,795,282,8
7990,05/06/2020,Uttarakhand,1153,846,297,10
7991,06/06/2020,Uttarakhand,1215,860,344,11
7992,07/06/2020,Uttarakhand,1303,869,423,11
7993,08/06/2020,Uttarakhand,1355,814,528,13
7994,09/06/2020,Uttarakhand,1411,684,714,13
7995,10/06/2020,Uttarakhand,1537,769,755,13
7996,11/06/2020,Uttarakhand,1562,716,831,15
7997,12/06/2020,Uttarakhand,1643,786,842,15
7998,13/06/2020,Uttarakhand,1724,756,947,21
7999,14/06/2020,Uttarakhand,1785,685,1077,23
8000,15/06/2020,Uttarakhand,1819,684,1111,24
8001,16/06/2020,Uttarakhand,1845,632,1189,24
8002,17/06/2020,Uttarakhand,1942,701,1216,25
8003,18/06/2020,Uttarakhand,2023,743,1254,26
8004,19/06/2020,Uttarakhand,2102,690,1386,26
8005,20/06/2020,Uttarakhand,2177,718,1433,26
8006,21/06/2020,Uttarakhand,2301,824,1450,27
8007,22/06/2020,Uttarakhand,2344,817,1500,27
8008,23/06/2020,Uttarakhand,2402,853,1521,28
8009,24/06/2020,Uttarakhand,2535,903,1602,30
8010,25/06/2020,Uttarakhand,2623,867,1721,35
8011,26/06/2020,Uttarakhand,2691,897,1758,36
8012,27/06/2020,Uttarakhand,2725,866,1822,37
8013,28/06/2020,Uttarakhand,2791,842,1912,37
8014,29/06/2020,Uttarakhand,2823,767,2018,38
8015,30/06/2020,Uttarakhand,2831,681,2111,39
8016,01/07/2020,Uttarakhand,2881,609,2231,41
8017,02/07/2020,Uttarakhand,2947,589,2317,41
8018,03/07/2020,Uttarakhand,2984,537,2405,42
8019,04/07/2020,Uttarakhand,3048,525,2481,42
